ì˙ït,ä¥êıé“êî1ì˙,ÉâÉOïœêî,ä¥êıé“êîó›åv,éÄé“êî1ì˙,éÄé“êîó›åv,ïΩãœãCâ∑,åé,âŒ,êÖ,ñÿ,ã‡,ìy,ì˙,ójì˙,ïΩì˙ãxì˙,S,I,R,D,V,T,pop,rrI,rdI,,,,,pop2
2021/2/25,340,213,110740,23,1325,6.6,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13841236,3120,105955,1325,0,340,13952915,356,30,,,,,
2021/2/26,270,340,111010,30,1355,8.7,0,0,0,0,1,0,0,ã‡,ïΩì˙,13840896,3074,106311,1355,0,270,13952915,324,15,,,,,
2021/2/27,337,270,111347,15,1370,5.7,0,0,0,0,0,1,0,ìy,ãxì˙,13840626,3005,106635,1370,0,337,13952915,291,6,,,,,
2021/2/28,329,337,111676,6,1376,6.6,0,0,0,0,0,0,1,ì˙,ãxì˙,13840289,3045,106926,1376,0,329,13952915,385,19,,,,,
2021/3/1,121,329,111797,19,1395,11.8,1,0,0,0,0,0,0,åé,ïΩì˙,13839960,2970,107311,1395,0,121,13942024,235,5,,,,,
2021/3/2,232,121,112029,5,1400,13.5,0,1,0,0,0,0,0,âŒ,ïΩì˙,13839839,2851,107546,1400,0,232,13942024,401,19,,,,,
2021/3/3,316,232,112345,19,1419,7.4,0,0,1,0,0,0,0,êÖ,ïΩì˙,13839607,2663,107947,1419,0,316,13942024,296,23,,,,,
2021/3/4,279,316,112624,23,1442,9,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13839291,2660,108243,1442,0,279,13942024,344,12,,,,,
2021/3/5,301,279,112925,12,1454,11.8,0,0,0,0,1,0,0,ã‡,ïΩì˙,13839012,2583,108587,1454,0,301,13942024,277,8,,,,,
2021/3/6,293,301,113218,8,1462,13.8,0,0,0,0,0,1,0,ìy,ãxì˙,13838711,2599,108864,1462,0,293,13942024,233,0,,,,,
2021/3/7,237,293,113455,0,1462,7.8,0,0,0,0,0,0,1,ì˙,ãxì˙,13838418,2659,109097,1462,0,237,13942024,296,17,,,,,
2021/3/8,116,237,113571,17,1479,6.6,1,0,0,0,0,0,0,åé,ïΩì˙,13838181,2583,109393,1479,0,116,13942024,308,21,,,,,
2021/3/9,290,116,113861,21,1500,9.6,0,1,0,0,0,0,0,âŒ,ïΩì˙,13838065,2370,109701,1500,0,290,13942024,331,18,,,,,
2021/3/10,340,290,114201,18,1518,12,0,0,1,0,0,0,0,êÖ,ïΩì˙,13837775,2311,110032,1518,0,340,13942024,300,18,,,,,
2021/3/11,335,340,114536,18,1536,9.9,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13837435,2333,110332,1536,0,335,13942024,290,25,,,,,
2021/3/12,304,335,114840,25,1561,12.7,0,0,0,0,1,0,0,ã‡,ïΩì˙,13837100,2353,110622,1561,0,304,13942024,225,16,,,,,
2021/3/13,330,304,115170,16,1577,11.1,0,0,0,0,0,1,0,ìy,ãxì˙,13836796,2416,110847,1577,0,330,13942024,225,3,,,,,
2021/3/14,239,330,115409,3,1580,12.5,0,0,0,0,0,0,1,ì˙,ãxì˙,13836466,2518,111072,1580,0,239,13942024,295,9,,,,,
2021/3/15,175,239,115584,9,1589,12.9,1,0,0,0,0,0,0,åé,ïΩì˙,13836227,2453,111367,1589,0,175,13942024,234,16,,,,,
2021/3/16,300,175,115884,16,1605,14.5,0,1,0,0,0,0,0,âŒ,ïΩì˙,13836052,2378,111601,1605,0,300,13942024,283,7,,,,,
2021/3/17,409,300,116293,7,1612,13.7,0,0,1,0,0,0,0,êÖ,ïΩì˙,13835752,2388,111884,1612,0,409,13942024,277,12,,,,,
2021/3/18,323,409,116616,12,1624,12.3,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13835343,2508,112161,1624,0,323,13942024,309,6,,,,,
2021/3/19,303,323,116919,6,1630,12.9,0,0,0,0,1,0,0,ã‡,ïΩì˙,13835020,2516,112470,1630,0,303,13942024,212,2,,,,,
2021/3/20,342,303,117261,2,1632,14.1,0,0,0,0,0,1,0,ìy,ãxì˙,13834717,2605,112682,1632,0,342,13942024,221,4,,,,,
2021/3/21,256,342,117517,4,1636,16.7,0,0,0,0,0,0,1,ì˙,ãxì˙,13834375,2722,112903,1636,0,256,13942024,341,7,,,,,
2021/3/22,187,256,117704,7,1643,12.1,1,0,0,0,0,0,0,åé,ïΩì˙,13834119,2630,113244,1643,0,187,13942024,246,18,,,,,
2021/3/23,337,187,118041,18,1661,10.8,0,1,0,0,0,0,0,âŒ,ïΩì˙,13833932,2553,113490,1661,0,337,13942024,328,6,,,,,
2021/3/24,420,337,118461,6,1667,13.8,0,0,1,0,0,0,0,êÖ,ïΩì˙,13833595,2556,113818,1667,0,420,13942024,304,7,,,,,
2021/3/25,394,420,118855,7,1674,14.5,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13833175,2665,114122,1674,0,394,13942024,346,15,,,,,
2021/3/26,376,394,119231,15,1689,14.5,0,0,0,0,1,0,0,ã‡,ïΩì˙,13832781,2698,114468,1689,0,376,13942024,220,16,,,,,
2021/3/27,430,376,119661,16,1705,13.7,0,0,0,0,0,1,0,ìy,ãxì˙,13832405,2838,114688,1705,0,430,13942024,305,20,,,,,
2021/3/28,313,430,119974,20,1725,16.5,0,0,0,0,0,0,1,ì˙,ãxì˙,13831975,2943,114993,1725,0,313,13942024,388,12,,,,,
2021/3/29,234,313,120208,12,1737,17.5,1,0,0,0,0,0,0,åé,ïΩì˙,13831662,2856,115381,1737,0,234,13942024,309,10,,,,,
2021/3/30,364,234,120572,10,1747,17.8,0,1,0,0,0,0,0,âŒ,ïΩì˙,13831428,2771,115690,1747,0,364,13942024,322,23,,,,,
2021/3/31,414,364,120986,23,1770,17.9,0,0,1,0,0,0,0,êÖ,ïΩì˙,13831064,2790,116012,1770,0,414,13942024,245,4,,,,,
2021/4/1,475,414,121461,4,1774,16.6,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13830650,2955,116257,1774,0,475,13957179,267,2,,,,,
2021/4/2,440,475,121901,2,1776,16,0,0,0,0,1,0,0,ã‡,ïΩì˙,13830175,3161,116524,1776,0,440,13957179,389,0,,,,,
2021/4/3,446,440,122347,0,1776,16.9,0,0,0,0,0,1,0,ìy,ãxì˙,13829735,3212,116913,1776,0,446,13957179,346,0,,,,,
2021/4/4,355,446,122702,0,1776,18.5,0,0,0,0,0,0,1,ì˙,ãxì˙,13829289,3312,117259,1776,0,355,13957179,343,3,,,,,
2021/4/5,249,355,122951,3,1779,12.9,1,0,0,0,0,0,0,åé,ïΩì˙,13828934,3321,117602,1779,0,249,13957179,311,6,,,,,
2021/4/6,399,249,123350,6,1785,10.6,0,1,0,0,0,0,0,âŒ,ïΩì˙,13828685,3253,117913,1785,0,399,13957179,382,4,,,,,
2021/4/7,555,399,123905,4,1789,13.3,0,0,1,0,0,0,0,êÖ,ïΩì˙,13828286,3266,118295,1789,0,555,13957179,437,5,,,,,
2021/4/8,545,555,124450,5,1794,13.3,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13827731,3379,118732,1794,0,545,13957179,481,4,,,,,
2021/4/9,537,545,124987,4,1798,11.9,0,0,0,0,1,0,0,ã‡,ïΩì˙,13827186,3439,119213,1798,0,537,13957179,403,5,,,,,
2021/4/10,570,537,125557,5,1803,10.4,0,0,0,0,0,1,0,ìy,ãxì˙,13826649,3568,119616,1803,0,570,13957179,397,0,,,,,
2021/4/11,421,570,125978,0,1803,12.5,0,0,0,0,0,0,1,ì˙,ãxì˙,13826079,3741,120013,1803,0,421,13957179,472,1,,,,,
2021/4/12,306,421,126284,1,1804,14.4,1,0,0,0,0,0,0,åé,ïΩì˙,13825658,3689,120485,1804,370,306,13957179,444,7,,,,,
2021/4/13,510,306,126794,7,1811,15.7,0,1,0,0,0,0,0,âŒ,ïΩì˙,13824982,3544,120929,1811,58,510,13957179,489,8,,,,,
2021/4/14,591,510,127385,8,1819,15.3,0,0,1,0,0,0,0,êÖ,ïΩì˙,13824414,3557,121418,1819,329,591,13957179,458,9,,,,,
2021/4/15,729,591,128114,9,1828,10.7,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13823494,3681,121876,1828,336,729,13957179,543,8,,,,,
2021/4/16,667,729,128781,8,1836,13.7,0,0,0,0,1,0,0,ã‡,ïΩì˙,13822429,3859,122419,1836,752,667,13957179,456,10,,,,,
2021/4/17,759,667,129540,10,1846,15.7,0,0,0,0,0,1,0,ìy,ãxì˙,13821010,4060,122875,1846,555,759,13957179,516,1,,,,,
2021/4/18,543,759,130083,1,1847,16.4,0,0,0,0,0,0,1,ì˙,ãxì˙,13819696,4302,123391,1847,111,543,13957179,465,0,,,,,
2021/4/19,405,543,130488,0,1847,15.8,1,0,0,0,0,0,0,åé,ïΩì˙,13819042,4380,123856,1847,1318,405,13957179,511,5,,,,,
2021/4/20,711,405,131199,5,1852,17.2,0,1,0,0,0,0,0,âŒ,ïΩì˙,13817319,4269,124367,1852,1472,711,13957179,505,4,,,,,
2021/4/21,843,711,132042,4,1856,19.1,0,0,1,0,0,0,0,êÖ,ïΩì˙,13815136,4471,124872,1856,2184,843,13957179,570,8,,,,,
2021/4/22,861,843,132903,8,1864,18.1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13812109,4736,125442,1864,2181,861,13957179,549,5,,,,,
2021/4/23,759,861,133662,5,1869,13.8,0,0,0,0,1,0,0,ã‡,ïΩì˙,13809067,5043,125991,1869,2221,759,13957179,626,3,,,,,
2021/4/24,876,759,134538,3,1872,15.3,0,0,0,0,0,1,0,ìy,ãxì˙,13806087,5173,126617,1872,1459,876,13957179,646,4,,,,,
2021/4/25,635,876,135173,4,1876,16.9,0,0,0,0,0,0,1,ì˙,ãxì˙,13803752,5399,127263,1876,739,635,13957179,597,0,,,,,
2021/4/26,425,635,135598,0,1876,13.4,1,0,0,0,0,0,0,åé,ïΩì˙,13802378,5437,127860,1876,2243,425,13957179,741,3,,,,,
2021/4/27,828,425,136426,3,1879,14.6,0,1,0,0,0,0,0,âŒ,ïΩì˙,13799710,5118,128601,1879,2355,828,13957179,643,1,,,,,
2021/4/28,925,828,137351,1,1880,18.2,0,0,1,0,0,0,0,êÖ,ïΩì˙,13796527,5302,129244,1880,3557,925,13957179,709,9,,,,,
2021/4/29,1027,925,138378,9,1889,17.2,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13792045,5509,129953,1889,614,1027,13957179,677,2,,,,,
2021/4/30,698,1027,139076,2,1891,18.8,0,0,0,0,1,0,0,ã‡,ïΩì˙,13790404,5857,130630,1891,2290,698,13957179,763,6,,,,,
2021/5/1,1050,698,140126,6,1897,17.7,0,0,0,0,0,1,0,ìy,ãxì˙,13787416,5786,131393,1897,1247,1050,13963056,705,1,,,,,
2021/5/2,879,1050,141005,1,1898,16.3,0,0,0,0,0,0,1,ì˙,ãxì˙,13785119,6130,132098,1898,914,879,13963056,694,0,,,,,
2021/5/3,708,879,141713,0,1898,16.4,1,0,0,0,0,0,0,åé,ïΩì˙,13783326,6315,132792,1898,672,708,13963056,696,1,,,,,
2021/5/4,609,708,142322,1,1899,18,0,1,0,0,0,0,0,âŒ,ïΩì˙,13781946,6326,133488,1899,696,609,13963056,645,0,,,,,
2021/5/5,621,609,142943,0,1899,18.3,0,0,1,0,0,0,0,êÖ,ïΩì˙,13780641,6290,134133,1899,988,621,13963056,528,4,,,,,
2021/5/6,591,621,143534,4,1903,18.5,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13779032,6379,134661,1903,2364,591,13963056,1026,6,,,,,
2021/5/7,907,591,144441,6,1909,17.5,0,0,0,0,1,0,0,ã‡,ïΩì˙,13776077,5938,135687,1909,1781,907,13963056,796,6,,,,,
2021/5/8,1121,907,145562,6,1915,19.5,0,0,0,0,0,1,0,ìy,ãxì˙,13773389,6043,136483,1915,2679,1121,13963056,821,3,,,,,
2021/5/9,1032,1121,146594,3,1918,23,0,0,0,0,0,0,1,ì˙,ãxì˙,13769589,6340,137304,1918,12199,1032,13963056,766,2,,,,,
2021/5/10,573,1032,147167,2,1920,20.2,1,0,0,0,0,0,0,åé,ïΩì˙,13756358,6604,138070,1920,6285,573,13963056,930,3,,,,,
2021/5/11,925,573,148092,3,1923,17.5,0,1,0,0,0,0,0,âŒ,ïΩì˙,13749500,6244,139000,1923,8527,925,13963056,906,8,,,,,
2021/5/12,969,925,149061,8,1931,17.9,0,0,1,0,0,0,0,êÖ,ïΩì˙,13740048,6255,139906,1931,14197,969,13963056,890,7,,,,,
2021/5/13,1010,969,150071,7,1938,16.1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13724882,6327,140796,1938,13936,1010,13963056,683,2,,,,,
2021/5/14,854,1010,150925,2,1940,20.8,0,0,0,0,1,0,0,ã‡,ïΩì˙,13709936,6652,141479,1940,12625,854,13963056,831,11,,,,,
2021/5/15,772,854,151697,11,1951,21.2,0,0,0,0,0,1,0,ìy,ãxì˙,13696457,6664,142310,1951,17414,772,13963056,743,0,,,,,
2021/5/16,542,772,152239,0,1951,20,0,0,0,0,0,0,1,ì˙,ãxì˙,13678271,6693,143053,1951,27150,542,13963056,857,7,,,,,
2021/5/17,419,542,152658,7,1958,23,1,0,0,0,0,0,0,åé,ïΩì˙,13650579,6371,143910,1958,17105,419,13963056,966,11,,,,,
2021/5/18,732,419,153390,11,1969,20.5,0,1,0,0,0,0,0,âŒ,ïΩì˙,13633055,5813,144876,1969,22536,732,13963056,943,15,,,,,
2021/5/19,766,732,154156,15,1984,17.2,0,0,1,0,0,0,0,êÖ,ïΩì˙,13609787,5587,145819,1984,30733,766,13963056,730,13,,,,,
2021/5/20,843,766,154999,13,1997,19.1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13578288,5610,146549,1997,31445,843,13963056,857,13,,,,,
2021/5/21,649,843,155648,13,2010,21.7,0,0,0,0,1,0,0,ã‡,ïΩì˙,13546000,5583,147406,2010,25496,649,13963056,631,5,,,,,
2021/5/22,602,649,156250,5,2015,20,0,0,0,0,0,1,0,ìy,ãxì˙,13519855,5596,148037,2015,34810,602,13963056,874,2,,,,,
2021/5/23,535,602,156785,2,2017,19.6,0,0,0,0,0,0,1,ì˙,ãxì˙,13484443,5322,148911,2017,49108,535,13963056,678,0,,,,,
2021/5/24,340,535,157125,0,2017,22.1,1,0,0,0,0,0,0,åé,ïΩì˙,13434800,5179,149589,2017,39292,340,13963056,685,9,,,,,
2021/5/25,542,340,157667,9,2026,22.4,0,1,0,0,0,0,0,âŒ,ïΩì˙,13395168,4825,150274,2026,45674,542,13963056,605,5,,,,,
2021/5/26,743,542,158410,5,2031,21.1,0,0,1,0,0,0,0,êÖ,ïΩì˙,13348952,4757,150879,2031,55852,743,13963056,604,11,,,,,
2021/5/27,684,743,159094,11,2042,16.9,0,0,0,1,0,0,0,ñÿ,ïΩì˙,13292357,4885,151483,2042,52459,684,13963056,748,6,,,,,
2021/5/28,614,684,159708,6,2048,20.5,0,0,0,0,1,0,0,ã‡,ïΩì˙,13239214,4815,152231,2048,48354,614,13963056,581,6,,,,,
2021/5/29,539,614,160247,6,2054,22.8,0,0,0,0,0,1,0,ìy,ãxì˙,13190246,4842,152812,2054,55336,539,13963056,618,0,,,,,
2021/5/30,448,539,160695,0,2054,21.2,0,0,0,0,0,0,1,ì˙,ãxì˙,13134371,4763,153430,2054,58980,448,13963056,644,1,,,,,
2021/5/31,260,448,160955,1,2055,20.6,1,0,0,0,0,0,0,åé,ïΩì˙,13074943,4566,154074,2055,48507,260,13963056,516,7,,,,,
2021/6/1,471,260,161426,7,2062,20.1,0,1,0,0,0,0,0,âŒ,ïΩì˙,13026176,4303,154590,2062,59658,471,13957977,562,13,,,,,
2021/6/2,487,471,161913,13,2075,22,0,0,1,0,0,0,0,êÖ,ïΩì˙,12966047,4199,155152,2075,63871,487,13957977,512,16,,,,,
2021/6/3,508,487,162421,16,2091,22.1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,12901689,4158,155664,2091,56265,508,13957977,601,4,,,,,
2021/6/4,472,508,162893,4,2095,21,0,0,0,0,1,0,0,ã‡,ïΩì˙,12844916,4061,156265,2095,56795,472,13957977,521,8,,,,,
2021/6/5,436,472,163329,8,2103,22.1,0,0,0,0,0,1,0,ìy,ãxì˙,12787649,4004,156786,2103,59238,436,13957977,500,5,,,,,
2021/6/6,351,436,163680,5,2108,21.7,0,0,0,0,0,0,1,ì˙,ãxì˙,12727975,3935,157286,2108,57925,351,13957977,581,3,,,,,
2021/6/7,235,351,163915,3,2111,23.4,1,0,0,0,0,0,0,åé,ïΩì˙,12669699,3702,157867,2111,50528,235,13957977,525,10,,,,,
2021/6/8,369,235,164284,10,2121,24.8,0,1,0,0,0,0,0,âŒ,ïΩì˙,12618936,3402,158392,2121,55916,369,13957977,465,7,,,,,
2021/6/9,440,369,164724,7,2128,24.5,0,0,1,0,0,0,0,êÖ,ïΩì˙,12562651,3299,158857,2128,56432,440,13957977,479,6,,,,,
2021/6/10,439,440,165163,6,2134,24.1,0,0,0,1,0,0,0,ñÿ,ïΩì˙,12505779,3254,159336,2134,51002,439,13957977,492,8,,,,,
2021/6/11,435,439,165598,8,2142,23.7,0,0,0,0,1,0,0,ã‡,ïΩì˙,12454338,3193,159828,2142,54297,435,13957977,416,8,,,,,
2021/6/12,467,435,166065,8,2150,23.3,0,0,0,0,0,1,0,ìy,ãxì˙,12399606,3204,160244,2150,52300,467,13957977,351,6,,,,,
2021/6/13,304,467,166369,6,2156,24.3,0,0,0,0,0,0,1,ì˙,ãxì˙,12346839,3314,160595,2156,47220,304,13957977,476,3,,,,,
2021/6/14,209,304,166578,3,2159,21,1,0,0,0,0,0,0,åé,ïΩì˙,12299315,3139,161071,2159,45894,209,13957977,386,12,,,,,
2021/6/15,337,209,166915,12,2171,23.4,0,1,0,0,0,0,0,âŒ,ïΩì˙,12253212,2950,161457,2171,50528,337,13957977,374,12,,,,,
2021/6/16,501,337,167416,12,2183,22.2,0,0,1,0,0,0,0,êÖ,ïΩì˙,12202347,2901,161831,2183,49355,501,13957977,384,7,,,,,
2021/6/17,452,501,167868,7,2190,21.8,0,0,0,1,0,0,0,ñÿ,ïΩì˙,12152491,3011,162215,2190,49453,452,13957977,456,2,,,,,
2021/6/18,453,452,168321,2,2192,22.8,0,0,0,0,1,0,0,ã‡,ïΩì˙,12102586,3005,162671,2192,51464,453,13957977,386,4,,,,,
2021/6/19,388,453,168709,4,2196,20.3,0,0,0,0,0,1,0,ìy,ãxì˙,12050669,3068,163057,2196,50234,388,13957977,402,1,,,,,
2021/6/20,376,388,169085,1,2197,22.8,0,0,0,0,0,0,1,ì˙,ãxì˙,12000047,3053,163459,2197,45447,376,13957977,395,1,,,,,
2021/6/21,236,376,169321,1,2198,22.9,1,0,0,0,0,0,0,åé,ïΩì˙,11954224,3033,163854,2198,47583,236,13957977,377,5,,,,,
2021/6/22,435,236,169756,5,2203,23.1,0,1,0,0,0,0,0,âŒ,ïΩì˙,11906405,2887,164231,2203,48393,435,13957977,341,10,,,,,
2021/6/23,619,435,170375,10,2213,22,0,0,1,0,0,0,0,êÖ,ïΩì˙,11857577,2971,164572,2213,47359,619,13957977,379,3,,,,,
2021/6/24,570,619,170945,3,2216,22.8,0,0,0,1,0,0,0,ñÿ,ïΩì˙,11809599,3208,164951,2216,47555,570,13957977,368,2,,,,,
2021/6/25,562,570,171507,2,2218,23.3,0,0,0,0,1,0,0,ã‡,ïΩì˙,11761474,3408,165319,2218,47596,562,13957977,346,4,,,,,
2021/6/26,534,562,172041,4,2222,24.2,0,0,0,0,0,1,0,ìy,ãxì˙,11713316,3620,165665,2222,48449,534,13957977,404,1,,,,,
2021/6/27,386,534,172427,1,2223,23.7,0,0,0,0,0,0,1,ì˙,ãxì˙,11664333,3749,166069,2223,46075,386,13957977,380,4,,,,,
,,,,,,,,,,,,,,,,,,166449,2227,,,,,,,,,,
